# id,name,mesonet,lat,lon,elevation,agl,cit,state,country,active
AS637,WS5N Fence Lake                   NM US,APRSWXNET,34.62630844116211,-108.5179214477539,2274.0,-9999.0,null,null,null,true
AT969,K4LRP Malabar                     FL US,APRSWXNET,28.007150650024414,-80.59893798828125,4.599999904632568,-9999.0,null,null,null,true
AR307,W6KL Burbank                      CA US,APRSWXNET,34.16999816894531,-118.33300018310547,172.1999969482422,-9999.0,null,null,null,true
AT968,VE7ALB Saanich                    BC CA,APRSWXNET,48.47999954223633,-123.37629699707031,61.099998474121094,-9999.0,null,null,null,true
AS638,G4KIV Knaresborough              NYK UK,APRSWXNET,54.00059127807617,-1.454450011253357,51.0,-9999.0,null,null,null,true
D8609,DW8609 Denver                     CO US,APRSWXNET,39.57865905761719,-104.95704650878906,1709.0,-9999.0,null,null,null,true
D9939,DW9939 Cochranton                 PA US,APRSWXNET,41.51866912841797,-80.04949951171875,428.0,-9999.0,null,null,null,true
SUSW2,ELK RIVER NEAR SUTTON 2SE        WV US  USARMY-COE,HADS2,38.662498474121094,-80.709716796875,243.8000030517578,-9999.0,null,null,null,true
AR300,KF4CQ The Villages                FL US,APRSWXNET,28.939180374145508,-81.92938232421875,29.0,-9999.0,null,null,null,true
AT963,KJ4YLP Seneca                     SC US,APRSWXNET,34.704429626464844,-83.00575256347656,274.0,-9999.0,null,null,null,true
D9932,DW9932 Timisoara                     RO,APRSWXNET,45.80255126953125,21.237430572509766,91.0,-9999.0,null,null,null,true
D9931,DW9931 Pendleton                  OR US,APRSWXNET,45.821170806884766,-118.99299621582031,248.0,-9999.0,null,null,null,true
AT960,WA3USG Mechanicsburg              PA US,APRSWXNET,40.17782974243164,-77.07350158691406,200.0,-9999.0,null,null,null,true
D8601,DW8601 Herndon                    VA US,APRSWXNET,39.00333023071289,-77.36750030517578,85.30000305175781,-9999.0,null,null,null,true
AR304,AA6HF-5 Cathedral City            CA US,APRSWXNET,33.84918975830078,-116.48072052001953,134.0,-9999.0,null,null,null,true
AS635,ZL1UBE Dannevirke                    NZ,APRSWXNET,-40.198970794677734,176.11004638671875,209.0,-9999.0,null,null,null,true
D9933,DW9933 St Petersburg              FL US,APRSWXNET,27.783830642700195,-82.63600158691406,21.0,-9999.0,null,null,null,true
AS636,KA8MXN Mason                      OH US,APRSWXNET,39.35712814331055,-84.28524017333984,252.0,-9999.0,null,null,null,true
AT966,KA1JJM-4 W Springfield            MA US,APRSWXNET,42.10499954223633,-72.6136703491211,20.0,-9999.0,null,null,null,true
AT965,KC7MRQ Ronan                      MT US,APRSWXNET,47.526798248291016,-114.09200286865234,935.7000122070312,-9999.0,null,null,null,true
D8604,DW8604 Helmond                       NL,APRSWXNET,51.49300003051758,5.6911702156066895,18.0,-9999.0,null,null,null,true
D9936,DW9936 Krems                         AT,APRSWXNET,48.41749954223633,15.630829811096191,200.0,-9999.0,null,null,null,true
AR302,N4NW Stafford County              VA US,APRSWXNET,38.46083068847656,-77.46282958984375,101.5,-9999.0,null,null,null,true
AR303,DL1BLU Schortens                     DE,APRSWXNET,53.54716873168945,7.954999923706055,5.0,-9999.0,null,null,null,true
AT964,IW0GZ Monterotondo                   IT,APRSWXNET,42.05582809448242,12.616669654846191,160.0,-9999.0,null,null,null,true
D9935,DW9935 Nokesville                 VA US,APRSWXNET,38.720001220703125,-77.58000183105469,74.0,-9999.0,null,null,null,true
FFTK2,KENTUCKY RIVER AT LOCK AND DAM 4 KY US  USARMY-COE,HADS2,38.2016716003418,-84.88166809082031,152.39999389648438,-9999.0,null,null,null,true
GSTK2,KENTUCKY RIVER LOCK 3 AT GEST    KY US  USARMY-COE,HADS2,38.41667175292969,-84.88082885742188,149.39999389648438,-9999.0,null,null,null,true
STP5,Alma, WI,gpsmet,44.30390167236328,-91.90299987792969,384.0985107421875,-9999.0,null,null,null,true
C5307,CW5307 Columbia                   MD US,APRSWXNET,39.19599914550781,-76.79566955566406,100.5999984741211,-9999.0,null,null,null,true
MODP1,WEST BRANCH BRANDYWINE CREEK AT  PA US        USGS,HADS2,39.961669921875,-75.80166625976562,80.80000305175781,-9999.0,null,null,null,true
ELKC1,ELK VALLEY 5S                    CA US         NWS,HADS2,41.99306106567383,-123.71861267089844,519.7000122070312,-9999.0,null,null,null,true
350AX,350A Dozier                      AL US USARRAY,utmesnet,31.420700073242188,-86.33529663085938,108.80000305175781,-9999.0,null,null,null,true
UTDEV,I-84 @ Devils Slide              UT US UTAH DOT,utmesnet,41.056800842285156,-111.5322036743164,1600.199951171875,-9999.0,null,null,null,true
ELKC2,ELK RIVER                        CO US SNOTEL,utmesnet,40.849998474121094,-106.97000122070312,2651.800048828125,-9999.0,null,null,null,true
C5302,CW5302 Roseburg                   OR US,APRSWXNET,43.224998474121094,-123.38133239746094,125.0,-9999.0,null,null,null,true
BCP,BLACK CROOK PEAK                 UT US TOOELE,utmesnet,39.99004364013672,-112.54368591308594,2827.0,-9999.0,null,null,null,true
E0921,EW0921 Bakerstown                 PA US,APRSWXNET,40.65299987792969,-79.93250274658203,332.0,-9999.0,null,null,null,true
E0920,EW0920 Athens                     OH US,APRSWXNET,39.30699920654297,-82.15917205810547,227.0,-9999.0,null,null,null,true
AS628,K9SCH Florence                    AZ US,APRSWXNET,32.95676040649414,-111.31951141357422,553.0,-9999.0,null,null,null,true
D8618,DW8618 Nerja                         ES,APRSWXNET,36.75917053222656,-3.8738300800323486,86.0,-9999.0,null,null,null,true
AS629,W7PLZ-3 Litchfield Park           AZ US,APRSWXNET,33.52867889404297,-112.35314178466797,331.0,-9999.0,null,null,null,true
GEKC1,GREEK STORE CA                         PSD,MAP,39.08000183105469,-120.55999755859375,1728.0,-9999.0,null,null,null,true
AT958,W0DP Ames                         IA US,APRSWXNET,42.07830047607422,-93.65869903564453,298.0,-9999.0,null,null,null,true
AT957,NV6B North Fork                   CA US,APRSWXNET,37.24903869628906,-119.56051635742188,942.9000244140625,-9999.0,null,null,null,true
E0924,EW0924 Turner                     ME US,APRSWXNET,44.19300079345703,-70.2646713256836,152.39999389648438,-9999.0,null,null,null,true
ORAI3,TIPPECANOE RIVER AT ORA          IN US        USGS,HADS,41.15721893310547,-86.56360626220703,214.89999389648438,-9999.0,null,null,null,true
AS620,KX4DOR-11 Summerville             SC US,APRSWXNET,33.04199981689453,-80.2103271484375,22.899999618530273,-9999.0,null,null,null,true
AS621,K6TGT Granada Hills               CA US,APRSWXNET,34.299320220947266,-118.5124282836914,431.0,-9999.0,null,null,null,true
AT951,N6DQX Redmond                     OR US,APRSWXNET,44.265830993652344,-121.26667022705078,922.0,-9999.0,null,null,null,true
RNDI2,REND LAKE NEAR REND              IL US  USARMY-COE,HADS2,38.033329010009766,-88.95667266845703,138.6999969482422,-9999.0,null,null,null,true
D8611,DW8611 Rougemont                     CH,APRSWXNET,46.4900016784668,7.211999893188477,1018.0,-9999.0,null,null,null,true
D9943,DW9943 Cordova                    TN US,APRSWXNET,35.16550064086914,-89.82833099365234,88.0,-9999.0,null,null,null,true
AT950,KG4GWW Marietta                   GA US,APRSWXNET,34.019500732421875,-84.47367095947266,335.29998779296875,-9999.0,null,null,null,true
D9945,DW9945 Daganzo de Arriba             ES,APRSWXNET,40.54750061035156,-3.461669921875,688.0,-9999.0,null,null,null,true
D8613,DW8613 Ten Sleep                  WY US,APRSWXNET,44.040000915527344,-107.44999694824219,1362.5,-9999.0,null,null,null,true
AT956,W5DNT Hamilton                    TX US,APRSWXNET,31.600000381469727,-98.12999725341797,356.0,-9999.0,null,null,null,true
AS625,KF6RAL-5 Chokecherry Hollow       ID US,APRSWXNET,42.018798828125,-111.25655364990234,1837.0,-9999.0,null,null,null,true
AT954,K7JDK Portland                    OR US,APRSWXNET,45.45399856567383,-122.69400024414062,120.69999694824219,-9999.0,null,null,null,true
D9947,DW9947 Daphne                     AL US,APRSWXNET,30.59749984741211,-87.91383361816406,12.0,-9999.0,null,null,null,true
AS623,W3JY-2 Malvern                    PA US,APRSWXNET,40.016170501708984,-75.50582885742188,134.6999969482422,-9999.0,null,null,null,true
WFPM4,WHITEFISH POINT,MQT_Meso,46.766998291015625,-84.96700286865234,204.89999389648438,-9999.0,null,null,null,true
AT992,K0RLV Holden                      MO US,APRSWXNET,38.70323181152344,-93.98908996582031,273.0,-9999.0,null,null,null,true
AS661,WW6RY Lancaster                   CA US,APRSWXNET,34.777000427246094,-118.27749633789062,751.0,-9999.0,null,null,null,true
C6609,CW6609 Arlington                  MA US,APRSWXNET,42.43193817138672,-71.17170715332031,97.0,-9999.0,null,null,null,true
C7931,CW7931 Wellsboro                  PA US,APRSWXNET,41.743831634521484,-77.2925033569336,460.20001220703125,-9999.0,null,null,null,true
SEDK1,LITTLE ARKANSAS RVR AT FRY BRIDG KS US        USGS,HADS2,37.883060455322266,-97.4241714477539,418.5,-9999.0,null,null,null,true
UP878,MCCALL                           LA US UPR,utmesnet,30.14031982421875,-91.08863830566406,5.199999809265137,-9999.0,null,null,null,true
E0910,EW0910 Oswego                     KS US,APRSWXNET,37.257999420166016,-95.05267333984375,273.0,-9999.0,null,null,null,true
UP876,LKEND                            LA US UPR,utmesnet,31.95330047607422,-93.33831787109375,40.5,-9999.0,null,null,null,true
C7933,CW7933 Johnson City               NY US,APRSWXNET,42.104671478271484,-75.9638900756836,258.0,-9999.0,null,null,null,true
GFNG1,CABIN CREEK AT NORTH SECOND STRE GA US        USGS,HADS2,33.271671295166016,-84.23638916015625,231.60000610351562,-9999.0,null,null,null,true
D9915,DW9915 Meadville                  PA US,APRSWXNET,41.68867111206055,-80.14399719238281,356.0,-9999.0,null,null,null,true
D9918,DW9918 Ravenna                       IT,APRSWXNET,44.49216842651367,12.173669815063477,0.0,-9999.0,null,null,null,true
AR328,N1EO Center Harbor                NH US,APRSWXNET,43.69832992553711,-71.4854965209961,252.39999389648438,-9999.0,null,null,null,true
AS659,N4APD-1 Altamonte Springs         FL US,APRSWXNET,28.664329528808594,-81.35900115966797,31.0,-9999.0,null,null,null,true
UP869,FULTON                           LA US UPR,utmesnet,30.5108699798584,-93.21687316894531,25.600000381469727,-9999.0,null,null,null,true
D9917,DW9917 North Haven                CT US,APRSWXNET,41.37117004394531,-72.84382629394531,30.0,-9999.0,null,null,null,true
AR323,KF6YUA Sebastopol                 CA US,APRSWXNET,38.38031005859375,-122.82415008544922,70.0999984741211,-9999.0,null,null,null,true
AR320,K6TZ Diablo Peak                  CA US,APRSWXNET,34.029571533203125,-119.78605651855469,757.0999755859375,-9999.0,null,null,null,true
D9910,DW9910 Gothenberg                 NE US,APRSWXNET,40.92932891845703,-100.16683197021484,775.0,-9999.0,null,null,null,true
AR321,K6DJR W.Menlo Park                CA US,APRSWXNET,37.434669494628906,-122.20632934570312,35.099998474121094,-9999.0,null,null,null,true
AT982,EA4GDE-1 Madrid                      ES,APRSWXNET,40.43204879760742,-3.6974499225616455,679.0,-9999.0,null,null,null,true
D9912,DW9912 Prairieburg                IA US,APRSWXNET,42.20000076293945,-91.4000015258789,300.0,-9999.0,null,null,null,true
D9911,DW9911 Brady                      NE US,APRSWXNET,41.02000045776367,-100.36599731445312,789.0,-9999.0,null,null,null,true
AT987,KB0KBJ-3 Hayti                    SD US,APRSWXNET,44.65700149536133,-97.20366668701172,533.7000122070312,-9999.0,null,null,null,true
AS655,KE3HG-2 Pottstown                 PA US,APRSWXNET,40.224998474121094,-75.65450286865234,74.0,-9999.0,null,null,null,true
D9913,DW9913 Cheshire                   OR US,APRSWXNET,44.1861686706543,-123.28666687011719,142.0,-9999.0,null,null,null,true
AS656,KB0NLY-3 Tyler                    MN US,APRSWXNET,44.27682876586914,-96.12982940673828,528.2000122070312,-9999.0,null,null,null,true
C6617,CW6617 Sandhurst                     UK,APRSWXNET,51.352169036865234,-0.773829996585846,83.0,-9999.0,null,null,null,true
CHKF1,CHEKIKA                          FL US,RAWS,25.625,-80.57969665527344,1.5,-9999.0,null,null,null,true
AT981,AC0HB-1 Marion                    IA US,APRSWXNET,42.04800033569336,-91.57450103759766,262.8999938964844,-9999.0,null,null,null,true
UP882,RODEMA                           LA US UPR,utmesnet,31.4599609375,-92.77175903320312,37.20000076293945,-9999.0,null,null,null,true
UP881,REEVES                           LA US UPR,utmesnet,30.51922035217285,-93.05697631835938,15.199999809265137,-9999.0,null,null,null,true
C6611,CW6611 Horsham                    PA US,APRSWXNET,40.1922607421875,-75.13004302978516,92.30000305175781,-9999.0,null,null,null,true
C7945,CW7945 Chalfont                   PA US,APRSWXNET,40.292999267578125,-75.22049713134766,106.69999694824219,-9999.0,null,null,null,true
UP889,WODLWN                           LA US UPR,utmesnet,30.330350875854492,-92.93665313720703,9.100000381469727,-9999.0,null,null,null,true
C6612,CW6612 Cambridge                  MA US,APRSWXNET,42.3603515625,-71.08927154541016,94.0,-9999.0,null,null,null,true
C7946,CW7946 Malta                      NY US,APRSWXNET,42.97576904296875,-73.7845230102539,123.0,-9999.0,null,null,null,true
C6614,CW6614 Edmonton                   AB CA,APRSWXNET,53.425880432128906,-113.46591186523438,687.0,-9999.0,null,null,null,true
C7944,CW7944 Boulder                    CO US,APRSWXNET,39.969459533691406,-105.25737762451172,1741.0,-9999.0,null,null,null,true
AR319,VK7HDM-5 Hobart                  TAS AU,APRSWXNET,-42.74205017089844,147.26690673828125,36.0,-9999.0,null,null,null,true
ULMM8,MISSOURI RIVER NEAR ULM 6E       MT US  USARMY-COE,HADS2,47.435829162597656,-111.38667297363281,1009.7999877929688,-9999.0,null,null,null,true
WRSN6,OATKA CREEK AT WARSAW 18SSE      NY US  USARMY-COE,HADS,42.744171142578125,-78.13777923583984,524.2999877929688,-9999.0,null,null,null,true
D9929,DW9929 Toronto                    KS US,APRSWXNET,37.80112075805664,-95.94833374023438,292.0,-9999.0,null,null,null,true
E0908,EW0908 Khalkis                       GR,APRSWXNET,38.47032928466797,23.603330612182617,15.0,-9999.0,null,null,null,true
TRDF1,Trident Pier, FL                       NWLON,NOS-NWLON,28.415800094604492,-80.59310150146484,0.0,-9999.0,null,null,null,true
AT974,N8VOE Tucson                      AZ US,APRSWXNET,32.292701721191406,-110.769287109375,831.2000122070312,-9999.0,null,null,null,true
AS642,WD4LUQ Dallas                     GA US,APRSWXNET,33.947669982910156,-84.84400177001953,286.5,-9999.0,null,null,null,true
AR312,WA6BAY-1 Soquel                   CA US,APRSWXNET,37.00217056274414,-121.93633270263672,137.5,-9999.0,null,null,null,true
AT973,WA6FIG Aurora                     CO US,APRSWXNET,39.677669525146484,-104.85517120361328,1603.0,-9999.0,null,null,null,true
AS640,N1JKL Littleton                   MA US,APRSWXNET,42.54582977294922,-71.50450134277344,90.0,-9999.0,null,null,null,true
D9920,DW9920 Clintwood                  VA US,APRSWXNET,37.20616912841797,-82.44349670410156,563.9000244140625,-9999.0,null,null,null,true
AS641,W3JBS-2 Westtown                  PA US,APRSWXNET,39.95111083984375,-75.51045989990234,105.0,-9999.0,null,null,null,true
AT971,WD8MBE Massillon                  OH US,APRSWXNET,40.795448303222656,-81.45609283447266,326.1000061035156,-9999.0,null,null,null,true
D9923,DW9923 Oak View                   CA US,APRSWXNET,34.40317153930664,-119.28466796875,400.0,-9999.0,null,null,null,true
AR315,OH6GPB-1 Pietarsaari                 FI,APRSWXNET,63.668331146240234,22.7066707611084,12.0,-9999.0,null,null,null,true
D9922,DW9922 Christiana                    ZA,APRSWXNET,-27.910329818725586,25.165000915527344,1206.0,-9999.0,null,null,null,true
AR316,N7OKG Deer Park                   WA US,APRSWXNET,48.085330963134766,-117.43183135986328,757.4000244140625,-9999.0,null,null,null,true
AT977,KC2ZGI Long lake                    NY,APRSWXNET,43.979251861572266,-74.43441772460938,503.0,-9999.0,null,null,null,true
AR313,WB6AHC-1 San Jose                 CA US,APRSWXNET,37.21833038330078,-121.85166931152344,81.4000015258789,-9999.0,null,null,null,true
CEDC,CEDARVILLE                       CA US AGRIMET,utmesnet,41.58528137207031,-120.17138671875,1402.0999755859375,-9999.0,null,null,null,true
D9925,DW9925 Milagro                    NM US,APRSWXNET,34.925498962402344,-105.18199920654297,1794.0,-9999.0,null,null,null,true
AT975,F4UJU-13 Saumur                      FR,APRSWXNET,47.27320098876953,-0.07100000232458115,26.700000762939453,-9999.0,null,null,null,true
YEAA2,YUKON R AT EAGLE AK                    USGS,HADS,64.78943634033203,-141.19778442382812,287.3970031738281,-9999.0,null,null,null,true
SSMM8,SOUTH SAWMILL CREEK              MT US,RAWS,47.562198638916016,-107.52860260009766,1002.7999877929688,-9999.0,null,null,null,true
VNMI4,RACCOON RIVER AT VAN METER       IA US  USARMY-COE,HADS2,41.53388977050781,-93.94972229003906,256.29998779296875,-9999.0,null,null,null,true
KETI1,KETCHUM RANGER STATION NEAR KETC ID US        USBR,HADS2,43.68416976928711,-114.36028289794922,1795.300048828125,-9999.0,null,null,null,true
BTTM5,BAUDETTE                         MN US,RAWS,48.6702995300293,-94.61720275878906,339.20001220703125,-9999.0,null,null,null,true
FLDW4,FOUR LAKES AND FRENCH CREEK DITC WY US       WYSTO,HADS2,44.337799072265625,-106.99749755859375,2560.300048828125,-9999.0,null,null,null,true
ACHC2,SOUTH PLATTE RVR ABV CHEESMAN RE CO US        USGS,HADS2,39.16278076171875,-105.30972290039062,2086.699951171875,-9999.0,null,null,null,true
ACHC1,CHOWCHILLA MERCED                      CA,,37.157501220703125,-120.25,75.31900024414062,-9999.0,null,null,null,true
HTV5,Hartsville, TN,gpsmet,36.35770034790039,-86.08999633789062,196.89439392089844,-9999.0,null,null,null,true
UP852,WAKENY                           KS US UPR,utmesnet,39.001949310302734,-99.79930877685547,736.7000122070312,-9999.0,null,null,null,true
UP850,SYCAMR                           KS US UPR,utmesnet,37.3697395324707,-95.69744873046875,249.0,-9999.0,null,null,null,true
UP857,ARKANA                           LA US UPR,utmesnet,33.01935958862305,-93.67487335205078,78.30000305175781,-9999.0,null,null,null,true
LLAT2,Llano River at Llano,LCRA_quart,30.751169204711914,-98.66972351074219,299.1419982910156,-9999.0,null,null,null,true
SJST2,7NW San Angelo, TX,WT-Meso,31.54262924194336,-100.5132827758789,596.5,-9999.0,null,null,null,true
UP855,WINFRD                           KS US UPR,utmesnet,39.74903106689453,-96.45539855957031,358.1000061035156,-9999.0,null,null,null,true
C7911,CW7911 Sebago                     ME US,APRSWXNET,43.879180908203125,-70.63127136230469,89.0,-9999.0,null,null,null,true
ARTN6,BLACK RIVER AT WATERTOWN         NY US        USGS,HADS,43.98556137084961,-75.92500305175781,114.0,-9999.0,null,null,null,true
AT925,KF6GTX Angwin                     CA US,APRSWXNET,38.574668884277344,-122.44316864013672,538.0,-9999.0,null,null,null,true
HRKC1,HARKNESS FLAT NEAR CHESTER 8NNW  CA US       CADWR,HADS2,40.418331146240234,-121.2750015258789,1889.800048828125,-9999.0,null,null,null,true
WRSM7,OSAGE RIVER AT WARSAW            MO US  USARMY-COE,HADS2,38.261390686035156,-93.4044418334961,193.5,-9999.0,null,null,null,true
UP848,SAVON                            KS US UPR,utmesnet,37.73611068725586,-95.1451187133789,321.6000061035156,-9999.0,null,null,null,true
WRSM8,WISE RIVER                       MT US,RAWS,45.78329849243164,-112.93329620361328,1738.5999755859375,-9999.0,null,null,null,true
UP847,ROPER                            KS US UPR,utmesnet,37.716041564941406,-95.70018005371094,271.0,-9999.0,null,null,null,true
AT924,WX4F Pilot Mountain               NC US,APRSWXNET,36.370628356933594,-80.47466278076172,330.0,-9999.0,null,null,null,true
AT929,N5RN-13 White Hall                AR US,APRSWXNET,34.279788970947266,-92.10320281982422,79.69999694824219,-9999.0,null,null,null,true
AT923,N6TVE-11 San Marcos Pass          CA US,APRSWXNET,34.499168395996094,-119.81783294677734,640.0999755859375,-9999.0,null,null,null,true
KNNC1,KNEELAND                         CA US,RAWS,40.720001220703125,-123.92829895019531,834.2000122070312,-9999.0,null,null,null,true
C7925,CW7925 Holiday Island             AR US,APRSWXNET,36.493831634521484,-93.72250366210938,339.8999938964844,-9999.0,null,null,null,true
GSTO3,GERBER RESERVOIR                 OR US SNOTEL,utmesnet,42.209999084472656,-121.12999725341797,1478.300048828125,-9999.0,null,null,null,true
LWAT2,Lake Austin at Davenport Ranch,LCRA_quart,30.348560333251953,-97.7967300415039,147.55299377441406,-9999.0,null,null,null,true
AGTN1,AGATE                            NE US,RAWS,42.42499923706055,-103.73580169677734,1341.0999755859375,-9999.0,null,null,null,true
C7929,CW7929 Yucca Valley               CA US,APRSWXNET,34.10029983520508,-116.38851165771484,1105.800048828125,-9999.0,null,null,null,true
UTDAN,US-40 @ Daniels Summit           UT US UTAH DOT,utmesnet,40.30329895019531,-111.25779724121094,2438.39990234375,-9999.0,null,null,null,true
UP864,CLOE                             LA US UPR,utmesnet,30.238189697265625,-93.06752014160156,5.800000190734863,-9999.0,null,null,null,true
OXSYZ,SANTA YNEZ                       CA US SBCAPCD,utmesnet,34.60829162597656,-120.07318115234375,210.0,-9999.0,null,null,null,true
UP863,CLNSTN                           LA US UPR,utmesnet,32.639991760253906,-91.90144348144531,23.799999237060547,-9999.0,null,null,null,true
UP861,CANE                             LA US UPR,utmesnet,31.70083999633789,-93.05445861816406,34.099998474121094,-9999.0,null,null,null,true
JLNC1,JULIAN SAN DIEGO                       CA,,33.0797004699707,-116.60279846191406,1291.9000244140625,-9999.0,null,null,null,true
C7923,CW7923 Albuquerque                NM US,APRSWXNET,35.1510009765625,-106.71900177001953,1593.0,-9999.0,null,null,null,true
UP867,EDGARD                           LA US UPR,utmesnet,30.019309997558594,-90.54670715332031,3.700000047683716,-9999.0,null,null,null,true
UP866,DONVLE                           LA US UPR,utmesnet,30.056900024414062,-90.93187713623047,5.800000190734863,-9999.0,null,null,null,true
C7921,CW7921 New Topsail Beach          NC US,APRSWXNET,34.35749816894531,-77.64116668701172,9.5,-9999.0,null,null,null,true
D9905,DW9905 Langedijk                     NL,APRSWXNET,52.7003288269043,4.810669898986816,-2.0,-9999.0,null,null,null,true
AT915,DF7XF Gelsenkirchen                  DE,APRSWXNET,51.49633026123047,7.107500076293945,50.0,-9999.0,null,null,null,true
D9907,DW9907 Bloom                      KS US,APRSWXNET,37.48617172241211,-99.95832824707031,785.7999877929688,-9999.0,null,null,null,true
UP859,BASILE                           LA US UPR,utmesnet,30.484189987182617,-92.6076889038086,16.5,-9999.0,null,null,null,true
AT914,N8PFF Zanesville                  OH US,APRSWXNET,39.98283004760742,-82.01583099365234,247.0,-9999.0,null,null,null,true
AT913,NZ4D-1 Winterville                NC US,APRSWXNET,35.545021057128906,-77.45126342773438,22.899999618530273,-9999.0,null,null,null,true
AT919,N9KEL Marengo                     IL US,APRSWXNET,42.200199127197266,-88.65910339355469,246.0,-9999.0,null,null,null,true
D9908,DW9908 Southlake                  TX US,APRSWXNET,32.96955871582031,-97.14498138427734,183.0,-9999.0,null,null,null,true
AT918,W5UE Kiln                         MS US,APRSWXNET,30.40169906616211,-89.44969940185547,5.199999809265137,-9999.0,null,null,null,true
AT917,EB2EMZ-15 Llodio                     ES,APRSWXNET,43.14360809326172,-2.9633400440216064,125.0,-9999.0,null,null,null,true
TJMN2,TOE JAM                          NV US SNOTEL,utmesnet,41.31999969482422,-116.33999633789062,2362.199951171875,-9999.0,null,null,null,true
TLST2,Tulia 2NE,WT-Meso,34.542938232421875,-101.7405014038086,1060.0999755859375,-9999.0,null,null,null,true
D9901,DW9901 Sheldon                    TX US,APRSWXNET,29.889999389648438,-95.19000244140625,10.0,-9999.0,null,null,null,true
ITKA2,Sitka, AK                              NWLON,NOS-NWLON,57.051700592041016,-135.3419952392578,0.0,-9999.0,null,null,null,true
D9900,DW9900 Sori (Genova)                 IT,APRSWXNET,44.381168365478516,9.109169960021973,40.0,-9999.0,null,null,null,true
IMWN2,IMMIGRATION WASH                 NV US,RAWS,37.919700622558594,-114.16670227050781,1898.9000244140625,-9999.0,null,null,null,true
PKGM5,POKEGAMA LAKE DAM NEAR GRAND RAP MN US  USARMY-COE,HADS,47.250831604003906,-93.58638763427734,390.1000061035156,-9999.0,null,null,null,true
AT910,N2EYI Johns Creek                 GA US,APRSWXNET,34.07271957397461,-84.18596649169922,333.0,-9999.0,null,null,null,true
D9902,DW9902 Batesburg-Leesville        SC US,APRSWXNET,34.08000183105469,-81.55000305175781,112.19999694824219,-9999.0,null,null,null,true
BTTK1,PAWNEE RIVER NEAR BURDETT 7WNW   KS US        USGS,HADS2,38.206668853759766,-99.64305877685547,650.7000122070312,-9999.0,null,null,null,true
SOAC1,SODA CREEK                       CA US,RAWS,39.42499923706055,-122.97720336914062,525.7999877929688,-9999.0,null,null,null,true
NEAO1,LICKING RIVER NEAR NEWARK (WATER OH US  USARMY-COE,HADS2,40.05916976928711,-82.3397216796875,237.39999389648438,-9999.0,null,null,null,true
UP831,HENELY                           KS US UPR,utmesnet,37.56283187866211,-95.6860122680664,254.5,-9999.0,null,null,null,true
QLDI2,MISS RVR AT LOCK & DAM #21 NR QU IL US  USARMY-COE,HADS2,39.904170989990234,-91.4366683959961,147.1999969482422,-9999.0,null,null,null,true
UP833,IKE                              KS US UPR,utmesnet,38.90678024291992,-97.28340148925781,350.20001220703125,-9999.0,null,null,null,true
AS617,W8GUC Vandalia                    OH US,APRSWXNET,39.8731689453125,-84.20883178710938,310.0,-9999.0,null,null,null,true
